index,mmr_ancestors,mmr_samples,mean_iqs,median_iqs,perc_et_100_iqs,perc_gt_90_iqs,perc_gt_80_iqs,perc_gt_70_iqs
85,-7,-1,0.9205407571379814,1.0,0.6440504602795772,0.8506648482782134,0.9021479713603818,0.9198772587794067
86,-7,0,0.9185482800679259,1.0,0.6601974804221995,0.8495062989445011,0.9002383384405857,0.9179434797412326
87,-7,1,0.9198542863317295,1.0,0.6634615384615384,0.853021978021978,0.9024725274725275,0.9192994505494505
88,-7,2,0.8991771803779752,1.0,0.5121341898643826,0.8162027123483226,0.8783012134189865,0.9043540328336902
89,-7,3,0.8895996689568486,0.9829059829,0.4474074074074074,0.7974074074074075,0.8740740740740741,0.8992592592592593
90,-7,4,0.8790084748773823,0.9620924943,0.2980423491809828,0.7315221733919297,0.8657610866959649,0.8997203355972833
91,-7,-7,0.9209190124707006,1.0,0.6725636250775916,0.8792675356921167,0.9062693978895097,0.9214773432650528
92,-7,-6,0.9203729634982613,1.0,0.6773192677629538,0.8789947254111077,0.905057399937946,0.9205708966801117
93,-7,-5,0.9203235210664067,1.0,0.6771189071716858,0.8789195901893821,0.9049984476870537,0.9205215771499534
94,-7,-4,0.9181894936328667,1.0,0.6865671641791045,0.867226368159204,0.9032960199004975,0.917910447761194
95,-7,-3,0.9153403424115509,1.0,0.6787630167245188,0.8586304828021458,0.8987062164720732,0.9138529504575575
96,-6,-2,0.9180986688030504,1.0,0.646005966191581,0.859794497845542,0.8985747431223069,0.9158104076897581
97,-6,-1,0.9205231674317529,1.0,0.6442701227830833,0.8506139154160982,0.9021145975443383,0.919849931787176
98,-6,0,0.9185300356892705,1.0,0.6604223433242506,0.8494550408719346,0.9002043596730245,0.9179155313351499
99,-6,1,0.9198363339134992,1.0,0.6636894537959465,0.8529714874613535,0.9024390243902439,0.919271727928547
100,-6,2,0.8991438676187034,1.0,0.5130310603355944,0.8164941092466976,0.8775437343805783,0.9043198857550875
101,-6,3,0.8895798103847319,0.9829059829,0.4475731752500926,0.797332345313079,0.87402741756206,0.899221934049648
102,-6,4,0.8789948114203388,0.9622138554499999,0.2981614708233413,0.7314148681055156,0.8657074340527577,0.8996802557953637
103,-6,-7,0.9206224037375031,1.0,0.6740142812791059,0.8758149642968023,0.9049984476870537,0.9205215771499534
104,-6,-6,0.9203482499549647,1.0,0.6772191185599007,0.8789571694599627,0.9050279329608939,0.9205462445685909
105,-6,-5,0.9202987768182906,1.0,0.6770186335403726,0.8788819875776398,0.9049689440993789,0.9204968944099379
106,-6,-4,0.9184497235604543,1.0,0.6866832607342875,0.8674548848786559,0.9035469819539514,0.9181705040448039
107,-6,-3,0.9153224215045471,1.0,0.6789772727272727,0.8585858585858586,0.8986742424242424,0.9138257575757576
108,-5,-2,0.9180531451193773,1.0,0.6463171864631718,0.8596549435965495,0.8984737889847378,0.9157266091572661
109,-5,-1,0.9204965077316037,1.0,0.6443686006825938,0.8505119453924914,0.9020477815699659,0.9197952218430034
110,-5,0,0.9185020536903197,1.0,0.6605316973415133,0.8493524199045671,0.90013633265167,0.9178595773687799
111,-5,1,0.9197208620031602,1.0,0.663573883161512,0.8525773195876288,0.9020618556701031,0.9189003436426116
112,-5,2,0.8992678546544274,1.0,0.5132237312365976,0.8166547533952824,0.8777698355968548,0.9045746962115797
113,-5,3,0.8896754467008133,0.982932241,0.44823747680890536,0.7974025974025974,0.8742115027829314,0.8994434137291281
114,-5,4,0.878946428697996,0.9620924943,0.29788084766093564,0.7313074770091963,0.8656537385045981,0.899640143942423
115,-5,-7,0.9205435686049417,1.0,0.6739198010568853,0.8756605533105377,0.9048803232825614,0.9204227541187442
116,-5,-6,0.9202690985452131,1.0,0.6771286513362337,0.8788067122436296,0.9049098819142325,0.9204474829086389
117,-5,-5,0.9202195146512736,1.0,0.6769278606965174,0.878731343283582,0.9048507462686567,0.9203980099502488
118,-5,-4,0.9183778859245482,1.0,0.6866043613707166,0.8672897196261682,0.9034267912772586,0.9180685358255452
119,-5,-3,0.915268929667216,1.0,0.6787744788376501,0.8584965255843335,0.8986102337334175,0.9137713202779533
120,-4,-2,0.9155203495141165,1.0,0.6261651131824234,0.8525299600532623,0.8948069241011984,0.9141145139813582
121,-4,-1,0.9210158871062617,1.0,0.6300479123887748,0.851813826146475,0.9048596851471595,0.921286789869952
122,-4,0,0.9178034437383584,1.0,0.6458119658119658,0.8485470085470086,0.9015384615384615,0.9179487179487179
123,-4,1,0.9190339952845267,1.0,0.6485182632667126,0.8518263266712612,0.9035148173673329,0.9190213645761544
124,-4,2,0.8984550019227956,1.0,0.5096635647816751,0.8181818181818182,0.8779527559055118,0.9040801717967072
125,-4,3,0.8896084662417756,0.9830852503,0.4490327380952381,0.7976190476190477,0.8742559523809523,0.8991815476190477
126,-4,4,0.8782033633162716,0.9653859467,0.30947620951619353,0.7457017193122751,0.868452618952419,0.8980407836865254
127,-4,-7,0.9184535997124387,1.0,0.6586658354114713,0.8687655860349127,0.9036783042394015,0.918640897755611
128,-4,-6,0.91817803462546,1.0,0.6615768152072297,0.8722343409161732,0.9037083203490184,0.9186662511685884
129,-4,-5,0.9181270075188966,1.0,0.6613657623947614,0.8721546616775803,0.9036482694106641,0.9186155285313377
130,-4,-4,0.9162823011962535,1.0,0.6708307307932542,0.8607120549656465,0.9019362898188632,0.9163023110555902
131,-4,-3,0.913811436650349,1.0,0.6706776440785307,0.8559214692843572,0.8986700443318556,0.9129195693476884
132,-3,-2,0.9156436863240162,1.0,0.6402829235432805,0.8568541596497137,0.8969349949477938,0.9131020545638262
133,-3,-1,0.9207884258366296,1.0,0.6364579730197164,0.8554133517813906,0.9045313040470425,0.9200968523002422
134,-3,0,0.9175306441463207,1.0,0.6525043177892919,0.8507772020725388,0.9012089810017271,0.9167530224525043
135,-3,1,0.9188875523217334,1.0,0.6555207244862418,0.8544061302681992,0.9035179380006966,0.9181469871125043
136,-3,2,0.8966799539835089,1.0,0.5352771778257739,0.818214542836573,0.8772498200143989,0.900287976961843
137,-3,3,0.8886653396927937,0.9830852503,0.45348837209302323,0.7944486121530383,0.8642160540135033,0.8975993998499625
138,-3,4,0.8783243567578235,0.9656239257,0.30772341285887583,0.7282652648604934,0.864941366761019,0.8985038414880712
139,-3,-7,0.9199939818976592,1.0,0.6639240506329114,0.8712025316455696,0.9044303797468355,0.9199367088607595
140,-3,-6,0.9199686555228245,1.0,0.6638176638176638,0.8711617600506489,0.9044001266223488,0.9199113643558088
141,-3,-5,0.9199179546394053,1.0,0.6636046879949319,0.8710801393728222,0.9043395628761483,0.9198606271777003
142,-3,-4,0.9173027572819407,1.0,0.6701520912547528,0.8640684410646388,0.903041825095057,0.9166666666666666
143,-3,-3,0.9166466161639715,1.0,0.6705202312138728,0.8606294155427103,0.9023763648041104,0.9155427103403982
